""	"logFC"	"Fold Change"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"
"hsa-miR-188-3p"	69.2269917794004	6.90877477821879e+20	73.9647679748998	31.2406250645022	2.16755629106945e-13	9.89592663839446e-13
"hsa-miR-629-3p"	166.928978815335	1.78085995762221e+50	164.701636173276	31.1999809516701	2.20324911755663e-13	9.9993613796801e-13
"hsa-miR-595"	102.459250847823	6.97120474913417e+30	113.614437598715	31.1605241770019	2.23850589771293e-13	1.00750831245137e-12
"hsa-miR-501-5p"	97.1108829392228	1.71115231875365e+29	101.853617788375	31.1480446864474	2.24978320603066e-13	1.00750831245137e-12
"hsa-miR-532-5p"	108.284455413383	3.95247510859456e+32	117.35867840327	31.1375210418851	2.2593406745976e-13	1.00750831245137e-12
"ebv-miR-BART9-3p"	100.953410730956	2.45473601577956e+30	104.603203625563	31.0914116737385	2.30173569132297e-13	1.01960975925222e-12
"hsa-miR-548b-3p"	97.2711037011681	1.91214105145823e+29	100.100640293358	31.0792444973063	2.31306516440529e-13	1.01960975925222e-12
"hsa-miR-200c-5p"	109.71887516653	1.06824905090665e+33	106.304893211227	30.9912320199468	2.39682989333525e-13	1.05049630182179e-12
"hsa-let-7e-3p"	140.996994252188	2.78179145262627e+42	147.172149333645	30.9699469471872	2.41757487832036e-13	1.05356814299529e-12
"hcmv-miR-US5-2-3p"	94.153991257306	2.20381725926521e+28	92.3878699132841	30.9241856847787	2.46283321200765e-13	1.06722772520332e-12
"hcmv-miR-UL70-5p"	87.7907932335693	2.6770846657104e+26	87.1086051666528	30.8403766956998	2.54810645569121e-13	1.09797620871638e-12
"hsa-miR-449a"	103.412806753947	1.35007149792424e+31	102.331699382499	30.6782220624914	2.72226650577861e-13	1.16610137462484e-12
"sv40-miR-S1-3p"	90.9766005887453	2.43604709888358e+27	98.1811755893837	30.6653658359032	2.73661339546898e-13	1.16610137462484e-12
"hsa-miR-525-3p"	85.8966996147412	7.20249743976171e+25	89.6319698531959	30.6422898708597	2.76256980980211e-13	1.17065803542443e-12
"hsa-miR-216a-5p"	98.6219640532618	4.87718704262034e+29	92.4472448055593	30.609724722288	2.79965234108354e-13	1.17985348659949e-12
"hsa-miR-324-3p"	110.901646398509	2.42505802461402e+33	120.059128129077	30.5822541414956	2.8313508403392e-13	1.18669185493998e-12
"hsa-miR-591"	76.4192052692123	1.01035275689107e+23	80.0076173282857	30.5244602105754	2.89930980975944e-13	1.20687479754207e-12
"hsa-miR-124-3p"	40839.438583987	Inf	42526.3031316238	30.5015696390092	2.92671072154919e-13	1.20687479754207e-12
"hsa-miR-125b-5p"	40839.438583987	Inf	39152.5740363501	30.5015696390091	2.92671072154922e-13	1.20687479754207e-12
"hsa-miR-10b-5p"	95.1970681745526	4.54122499766051e+28	102.509944585405	30.4674007395984	2.96813278988736e-13	1.21741061488963e-12
